,user_id,product_id,avg_score,user_rating,user_skintype,user_eyecolor,user_haircolor,user_skintone,user_age,demo
7073,nubeauty72,P422421,4.3355,5,dry,green,blonde,medium,,023
7074,lovelykatya,P422421,4.3355,5,normal,green,brunette,light,18to24,011
7075,fangye,P422421,4.3355,5,,,,,,439
7076,RosemeryCosmos,P422421,4.3355,5,combination,brown,auburn,light,25to34,351
7077,itsnmrr,P422421,4.3355,5,oily,hazel,brunette,medium,,213
7078,NotCommonaging,P422421,4.3355,2,combination,blue,blonde,porcelain,,125
7079,lakesha2333,P422421,4.3355,1,,,,tan,,434
7080,Cindyalexander,P422421,4.3355,1,combination,green,brunette,medium,,013
7081,Liz51909,P422421,4.3355,5,,,,,,439
7082,lilcub72,P422421,4.3355,4,combination,brown,black,medium,,343
7083,witchypoopoo,P422421,4.3355,5,,,blonde,porcelain,,425
7084,vickygoddess1,P422421,4.3355,5,combination,brown,brunette,fair,,310
7085,PeachesToo,P422421,4.3355,2,,brown,,dark,,337
7086,NiNa93nn,P422421,4.3355,5,combination,brown,blonde,light,,321
7087,SaSu,P422421,4.3355,5,dry,green,blonde,light,,021
7088,Veralli,P422421,4.3355,5,,,,,,439
7089,Raven0024,P422421,4.3355,5,,,,,,439
7090,BlackAthena,P422421,4.3355,2,combination,brown,black,ebony,,348
7091,MUaddict01,P422421,4.3355,5,dry,brown,black,olive,,342
7092,Kshannon0406,P422421,4.3355,5,combination,brown,brunette,dark,,317
7093,PBR78,P422421,4.3355,5,combination,brown,brunette,deep,over54,316
7094,jiji6180,P422421,4.3355,3,,brown,brunette,light,,311
7095,maomao12138,P422421,4.3355,4,dry,brown,black,fair,,340
7096,PoohBear0503,P422421,4.3355,1,combination,brown,black,light,25to34,341
7097,DrKhuly,P422421,4.3355,4,combination,blue,blonde,light,,121
7098,beautyclt,P422421,4.3355,5,dry,brown,brunette,medium,,313
7099,ivanacat,P422421,4.3355,5,normal,brown,brunette,porcelain,35to44,315
7100,MissKaren908,P422421,4.3355,5,dry,brown,brunette,medium,,313
7101,AnyaLove,P422421,4.3355,5,dry,brown,brunette,light,,311
7102,gledol,P422421,4.3355,4,,,,,,439
7103,hacemmo,P422421,4.3355,5,normal,brown,black,tan,,344
7104,darlyndar,P422421,4.3355,4,oily,brown,brunette,olive,,312
7105,venusyw,P422421,4.3355,3,combination,brown,black,medium,,343
7106,JEsparza88,P422421,4.3355,5,combination,hazel,brunette,tan,,214
7107,deputy14,P422421,4.3355,4,normal,brown,blonde,fair,,320
7108,Neige1980,P422421,4.3355,3,combination,brown,brunette,tan,,314
7109,DrDCook,P422421,4.3355,4,oily,brown,brunette,medium,,313
7110,YolandaWang,P422421,4.3355,5,combination,brown,red,fair,,300
7111,LuckyDucky91,P422421,4.3355,1,dry,green,,fair,,030
7112,Cle1126,P422421,4.3355,5,combination,brown,brunette,light,25to34,311
7113,ge7470,P422421,4.3355,5,combination,hazel,auburn,light,35to44,251
7114,tifftiffbaby,P422421,4.3355,5,combination,hazel,blonde,medium,,223
7115,chibiuosa,P422421,4.3355,4,,,,,,439
7116,Issa07,P422421,4.3355,5,oily,brown,brunette,medium,,313
7117,OlanmaHM,P422421,4.3355,5,oily,brown,black,dark,,347
7118,kndsc,P422421,4.3355,5,oily,hazel,red,porcelain,18to24,205
7119,mmck07,P422421,4.3355,4,normal,brown,brunette,light,,311
7120,SuryGlow,P422421,4.3355,5,dry,brown,blonde,medium,,323
7121,neet2,P422421,4.3355,5,combination,brown,black,fair,18to24,340
7122,ROCKAA,P422421,4.3355,5,normal,hazel,brunette,medium,,213
7123,LinzAli,P422421,4.3355,5,normal,brown,brunette,light,25to34,311
7124,baerro,P422421,4.3355,5,oily,hazel,brunette,fair,,210
7125,soniaflores,P422421,4.3355,5,combination,brown,black,medium,,343
7126,bombcupcake,P422421,4.3355,5,combination,brown,black,fair,,340
7127,jkharns,P422421,4.3355,5,combination,hazel,brunette,fair,,210
7128,Jinhu,P422421,4.3355,5,combination,brown,brunette,light,,311
7129,nabru,P422421,4.3355,4,combination,blue,black,fair,,140
7130,MofOregon,P422421,4.3355,1,normal,green,brunette,light,,011
7131,luzaviles,P422421,4.3355,5,combination,brown,brunette,olive,,312
7132,alybyr,P422421,4.3355,4,normal,blue,blonde,fair,,120
7133,lexipicks,P422421,4.3355,4,combination,green,blonde,tan,,024
7134,Jeredy,P422421,4.3355,5,dry,brown,brunette,fair,,310
7135,Katista,P422421,4.3355,5,combination,hazel,red,fair,25to34,200
7136,loftgirl888,P422421,4.3355,5,normal,green,blonde,medium,,023
7137,RashaM,P422421,4.3355,5,,,,,,439
7138,NellsWorld,P422421,4.3355,5,combination,hazel,brunette,light,,211
7139,pugswag,P422421,4.3355,5,normal,brown,brunette,medium,13to17,313
7140,pucciniisgod,P422421,4.3355,4,normal,blue,brunette,light,13to17,111
7141,choconan,P433865,4.0333,4,combination,brown,auburn,medium,,353
7142,DarkSithSloth,P433865,4.0333,5,combination,brown,brunette,medium,,313
7143,mflat10,P433865,4.0333,2,dry,hazel,brunette,light,,211
7144,essence09,P433865,4.0333,5,combination,green,black,medium,,043
7145,Buttermacaroons,P433865,4.0333,5,normal,brown,auburn,light,,351
7146,KennyMarie,P433865,4.0333,5,normal,hazel,brunette,light,,211
7147,ajstripes,P433865,4.0333,4,oily,brown,brunette,light,,311
7148,AshlynnSnow,P433865,4.0333,4,combination,hazel,brunette,fair,over54,210
7149,Heather1990,P433865,4.0333,4,dry,hazel,brunette,porcelain,,215
7150,klwagner,P433865,4.0333,5,oily,blue,blonde,porcelain,,125
7151,shroy,P433865,4.0333,5,combination,brown,brunette,medium,,313
7152,Rachel845,P433865,4.0333,4,combination,brown,black,fair,,340
7153,RobinGwin,P433865,4.0333,4,combination,hazel,black,fair,,240
7154,tamrawww93,P433865,4.0333,2,oily,brown,black,tan,,344
7155,AGNM,P433865,4.0333,5,combination,brown,black,olive,25to34,342
7156,ICan4CThaFuture,P433865,4.0333,4,combination,brown,black,olive,,342
7157,triniphoenix,P433865,4.0333,2,oily,brown,black,olive,,342
7158,Alen20,P433865,4.0333,3,normal,brown,brunette,medium,,313
7159,KDKitty,P433865,4.0333,5,combination,hazel,brunette,light,,211
7160,Ruoyan,P433865,4.0333,5,dry,brown,black,light,,341
7161,WildCush,P433865,4.0333,1,combination,blue,brunette,porcelain,,115
7162,sanaaa1,P433865,4.0333,4,dry,brown,black,medium,,343
7163,jenm002,P433865,4.0333,5,dry,blue,auburn,porcelain,18to24,155
7164,emmalovessephora,P433865,4.0333,3,combination,gray,blonde,fair,,520
7165,pooky747,P433865,4.0333,5,combination,brown,black,medium,,343
7166,trigirl,P433865,4.0333,3,combination,hazel,brunette,fair,,210
7167,hillmo,P433865,4.0333,5,normal,green,brunette,light,,011
7168,SmileyMi,P433865,4.0333,5,combination,brown,brunette,medium,,313
7169,meecosmo,P433865,4.0333,3,normal,green,brunette,medium,35to44,013
7170,Zoeyu14,P433865,4.0333,5,combination,brown,black,medium,,343
7171,tomeeza,P411038,4.4654,5,,,,,,439
7172,MariaLosAngeles,P411038,4.4654,5,combination,hazel,brunette,light,,211
7173,mwynyc,P411038,4.4654,5,,brown,,deep,18to24,336
7174,icor1319,P411038,4.4654,5,,green,,medium,18to24,033
7175,ambleighanne,P411038,4.4654,5,,,,,,439
7176,sprice77,P411038,4.4654,5,,green,,fair,25to34,030
7177,sarwat25,P411038,4.4654,5,combination,brown,brunette,olive,,312
7178,heathergierut,P411038,4.4654,5,,hazel,,light,25to34,231
7179,krissyfish22,P411038,4.4654,5,,,,,,439
7180,NikkiTR,P411038,4.4654,5,,brown,,medium,35to44,333
7181,CindiR1918,P411038,4.4654,5,,green,,medium,45to54,033
7182,McMerlin2015,P411038,4.4654,5,,,,,,439
7183,Melmo333,P411038,4.4654,5,combination,brown,black,tan,,344
7184,RachelM132,P411038,4.4654,5,,brown,,light,18to24,331
7185,phwig,P411038,4.4654,5,combination,blue,blonde,fair,,120
7186,apacherose,P411038,4.4654,5,,,,,,439
7187,wafaq,P411038,4.4654,5,,,,,,439
7188,Valeka,P411038,4.4654,4,,brown,,medium,35to44,333
7189,JayJayyy,P411038,4.4654,3,,brown,,deep,25to34,336
7190,Ruonanmin,P411038,4.4654,3,,,,,,439
7191,Lxndslay,P411038,4.4654,4,,,,,,439
7192,SofiaAleli,P411038,4.4654,4,normal,brown,red,medium,,303
7193,dhuy4,P411038,4.4654,3,,,,,,439
7194,maevelyne,P411038,4.4654,4,,brown,,medium,25to34,333
7195,kristinaze,P411038,4.4654,4,normal,blue,brunette,tan,,114
7196,SushiCat999,P411038,4.4654,3,combination,hazel,blonde,porcelain,,225
7197,kattoria,P411038,4.4654,4,,,,,,439
7198,Sharon17,P411038,4.4654,3,,,,,,439
7199,valdes,P411038,4.4654,5,oily,brown,black,dark,,347
7200,PaintedMare,P411038,4.4654,5,oily,blue,blonde,fair,,120
7201,JaeW,P411038,4.4654,5,,blue,,fair,45to54,130
7202,kryskris,P411038,4.4654,5,,,,,,439
7203,SMACI,P411038,4.4654,5,,,,,,439
7204,kvoko,P411038,4.4654,5,combination,hazel,brunette,medium,35to44,213
7205,Peppery1,P411038,4.4654,5,normal,blue,brunette,light,,111
7206,SK415,P411038,4.4654,4,,brown,,medium,25to34,333
7207,ColoradoYankee,P411038,4.4654,3,,hazel,,light,over54,231
7208,heathermariexo,P411038,4.4654,4,combination,brown,brunette,porcelain,,315
7209,kayvona,P411038,4.4654,5,,brown,,medium,18to24,333
7210,mmroxx,P411038,4.4654,5,,brown,,olive,over54,332
7211,radiantC,P411038,4.4654,5,,,,,,439
7212,DxyDrexms,P411038,4.4654,5,,brown,,olive,13to17,332
7213,RomiTalam,P411038,4.4654,5,,brown,,light,25to34,331
7214,cassiembee,P411038,4.4654,5,,,,,,439
7215,MissMadeleine,P411038,4.4654,4,,blue,,fair,over54,130
7216,enr1329,P411038,4.4654,5,,hazel,,fair,25to34,230
7217,unicornsteph,P411038,4.4654,4,,green,,fair,18to24,030
7218,Brookecombs121,P411038,4.4654,3,,,,,,439
7219,deer523,P411038,4.4654,5,,,,,,439
7220,CordeliaOtter,P411038,4.4654,5,,brown,,fair,13to17,330
7221,october5th,P411038,4.4654,4,,,,,,439
7222,Katemate,P411038,4.4654,5,,brown,,light,25to34,331
7223,Melenheads,P411038,4.4654,3,dry,green,blonde,fair,,020
7224,Melenheads,P411038,4.4654,3,dry,green,blonde,fair,,020
7225,Bergamot17,P411038,4.4654,5,dry,blue,blonde,fair,,120
7226,ilovestyle,P411038,4.4654,4,,,,,,439
7227,ashsimmons,P411038,4.4654,5,,,,,,439
7228,jordandean,P411038,4.4654,5,,hazel,,light,35to44,231
7229,demons,P411038,4.4654,4,,green,,medium,18to24,033
7230,uskbeautylover,P411038,4.4654,5,,,,,,439
7231,Maizy23,P411038,4.4654,4,,,,,,439
7232,MissRB123,P411038,4.4654,4,,,,,,439
7233,SoccerMomKendra,P411038,4.4654,5,,,,,,439
7234,annacaitlin,P411038,4.4654,3,,,,,,439
7235,rachelphlegm,P411038,4.4654,5,,green,,fair,18to24,030
7236,Poohcrzy,P411038,4.4654,3,,brown,,medium,35to44,333
7237,MarlissaT,P411038,4.4654,4,dry,brown,brunette,fair,,310
7238,Taytay15,P411038,4.4654,5,,,,,,439
7239,sephorasnob1988,P411038,4.4654,5,,,,,,439
7240,grneyedmnstr,P411038,4.4654,5,,,,,,439
7241,sheenaw,P411038,4.4654,5,,,,,,439
7242,Kelizabeth5484,P411038,4.4654,5,,hazel,,medium,25to34,233
7243,doesthscomengld,P411038,4.4654,4,,brown,,fair,35to44,330
7245,Hellenhensel,P411038,4.4654,5,,,,,,439
7246,dalilathu,P411038,4.4654,4,,brown,,medium,18to24,333
7247,Makeupmidge,P411038,4.4654,5,,,,,,439
7248,misstracker,P411038,4.4654,5,,brown,,fair,25to34,330
7249,GenevievePaquet,P411038,4.4654,5,,,,,,439
7250,Aestra,P411038,4.4654,5,,,,,,439
7251,Krissyxo21,P411038,4.4654,5,,,,,,439
7252,noelle7,P411038,4.4654,4,,,,,,439
7253,jessiemd,P411038,4.4654,5,combination,blue,brunette,fair,,110
7254,princessmeemi,P411038,4.4654,4,combination,brown,brunette,olive,18to24,312
7255,jjkiley72,P411038,4.4654,4,,blue,,medium,18to24,133
7256,womanray,P411038,4.4654,5,,,,,,439
7257,MorganCri,P411038,4.4654,3,,,,,,439
7258,Stephhh25,P411038,4.4654,5,,,,,,439
7259,CaliJulie,P411038,4.4654,4,combination,brown,auburn,light,,351
7260,jube0506,P411038,4.4654,4,,,,,,439
7261,bkruski,P411038,4.4654,5,combination,brown,brunette,medium,,313
7262,Joannenanne,P411038,4.4654,5,,,,,,439
7263,Apinkgirlt,P411038,4.4654,4,,,,,,439
7264,anmontes,P411038,4.4654,5,,,,,,439
7265,milkie26,P411038,4.4654,4,,brown,,fair,25to34,330
7266,jl11,P411038,4.4654,1,,,,,,439
7267,samanthamyers,P411038,4.4654,4,,green,,light,25to34,031
7268,wynnterr13,P411038,4.4654,5,,brown,,olive,13to17,332
7269,shoshanaQ,P411038,4.4654,5,,,,,,439
7270,LadyMarge,P411038,4.4654,5,,brown,,light,25to34,331
7271,khakanooit,P417271,4.5412,5,combination,brown,brunette,fair,,310
7272,queenielivee,P417271,4.5412,5,combination,brown,brunette,fair,,310
7273,Allykm,P417271,4.5412,5,,brown,,olive,25to34,332
7274,alexscbrooks,P417271,4.5412,5,normal,brown,black,deep,18to24,346
7275,sorchaporcha,P417271,4.5412,5,,blue,,fair,18to24,130
7276,LaurenTrav,P417271,4.5412,4,,,,,,439
7277,Jacquiechavero,P417271,4.5412,5,combination,brown,black,olive,,342
7278,einch,P417271,4.5412,5,,brown,,light,25to34,331
7279,MaLuly23,P417271,4.5412,5,oily,brown,brunette,medium,,313
7280,nicdrinn07,P417271,4.5412,5,,,,,,439
7281,KC28,P417271,4.5412,5,,brown,,medium,25to34,333
7282,elena321,P417271,4.5412,4,dry,brown,brunette,light,,311
7283,rshindle,P417271,4.5412,3,,blue,,fair,18to24,130
7284,plantbabe,P417271,4.5412,5,,,,,,439
7285,kimberlym71,P417271,4.5412,5,,,,,,439
7286,BrendaI19,P417271,4.5412,5,,brown,,medium,18to24,333
7287,Ambereka,P417271,4.5412,5,combination,brown,brunette,fair,,310
7288,lindsey36,P417271,4.5412,5,combination,brown,brunette,medium,,313
7289,kateloftus,P417271,4.5412,5,,gray,,fair,18to24,530
7290,ciaramartha,P417271,4.5412,4,combination,brown,brunette,olive,,312
7291,NoaV,P417271,4.5412,5,,brown,,light,13to17,331
7292,crissy1980,P417271,4.5412,5,,,,,,439
7293,AmberrTee,P417271,4.5412,5,,,,,,439
7294,ktlnand,P417271,4.5412,5,,,,,,439
7295,sakinaben,P417271,4.5412,5,,,,,,439
7296,Gphares,P417271,4.5412,4,,blue,,light,,131
7297,veracwang,P417271,4.5412,5,,,,,,439
7298,vaze06,P417271,4.5412,5,oily,hazel,brunette,light,,211
7299,kdrury,P417271,4.5412,4,,hazel,,fair,18to24,230
7300,nirvana,P417271,4.5412,5,,brown,,deep,35to44,336
7301,AllyCat305,P417271,4.5412,5,,blue,,fair,18to24,130
7302,simplystephjaye,P417271,4.5412,5,,blue,,medium,18to24,133
7303,CosmeticSlut,P417271,4.5412,5,,brown,,medium,25to34,333
7304,lboogie7,P417271,4.5412,5,normal,brown,brunette,fair,,310
7305,alchemyeyes,P417271,4.5412,5,,,,,,439
7306,AK83,P417271,4.5412,4,,,,,,439
7307,alice256,P417271,4.5412,5,,,,,,439
7308,MelissaGlow,P417271,4.5412,5,,,,,,439
7309,aynoma,P417271,4.5412,5,,,,,,439
7310,FaezeH,P417271,4.5412,5,,,,,,439
7311,Stacey2698,P417271,4.5412,2,combination,brown,brunette,medium,,313
7312,chayleewilson,P417271,4.5412,3,,,,,,439
7313,jEscaMelo,P417271,4.5412,5,,,,,,439
7314,Hungerlight14,P417271,4.5412,5,,,,,,439
7315,Cams01,P417271,4.5412,2,,,,,45to54,439
7316,sofiagagalove,P417271,4.5412,4,,,,,,439
7317,LadyJ1,P417271,4.5412,5,,,,,,439
7319,MarieP0327,P417271,4.5412,4,,,,,,439
7320,beautyplushbaee,P417271,4.5412,5,combination,blue,brunette,fair,,110
7321,BoszDiva,P417271,4.5412,5,,,,,,439
7322,Melissaaaaa0527,P417271,4.5412,5,,,,,,439
7323,Kayla153,P417271,4.5412,4,,,,,,439
7324,SiouxC,P417271,4.5412,5,combination,brown,brunette,deep,,316
7325,ohshea,P417271,4.5412,4,combination,brown,brunette,deep,,316
7326,bluecaroline,P417271,4.5412,5,,brown,,olive,25to34,332
7327,sbstremb,P417271,4.5412,5,,,,,,439
7328,onlyzuul,P417271,4.5412,5,,green,,fair,25to34,030
7329,DiaMak,P417271,4.5412,4,,,,,,439
7330,bribussey,P417271,4.5412,5,,,,,,439
7331,ladysami,P417271,4.5412,5,,,,,,439
7332,prettylilsquare,P417271,4.5412,4,,brown,,medium,,333
7333,loupinard,P417271,4.5412,5,,,,,,439
7334,kschneweis,P417271,4.5412,5,,,,,,439
7335,GeeGlitters,P417271,4.5412,5,normal,green,blonde,medium,,023
7336,Tiffxx,P417271,4.5412,1,,,,,,439
7337,Tifara425,P417271,4.5412,5,normal,brown,black,deep,,346
7338,chellou,P417271,4.5412,5,,,,,,439
7339,lesismore99,P417271,4.5412,5,,brown,,medium,,333
7340,gabyy23,P417271,4.5412,4,,,,,,439
7341,queenky,P417271,4.5412,3,,,,,,439
7342,Symbai,P417271,4.5412,5,,brown,,dark,25to34,337
7343,DCPrime,P417271,4.5412,1,normal,hazel,brunette,fair,,210
7344,IzzyAv,P417271,4.5412,5,combination,brown,brunette,fair,,310
7345,michay,P417271,4.5412,5,,,,,,439
7346,ayefloresita,P417271,4.5412,5,,,,,,439
7347,ljpgrippo,P417271,4.5412,5,combination,brown,brunette,deep,,316
7348,shacha690,P417271,4.5412,4,,,,,,439
7349,KaityDagny,P417271,4.5412,4,,,,,,439
7350,GlamourbyNevein,P417271,4.5412,5,combination,hazel,black,medium,,243
7351,Danyka,P417271,4.5412,4,,,,,,439
7352,Snouge,P417271,4.5412,5,normal,hazel,brunette,fair,,210
7353,Pinupbabe,P417271,4.5412,5,,,,,,439
7354,MakennaAnn,P417271,4.5412,5,,,,,,439
7355,AnamJ,P417271,4.5412,2,,,,,,439
7356,RaeRaeMarie,P417271,4.5412,1,,,,,,439
7357,dankstrawberry,P417271,4.5412,1,,,,,,439
7358,Blushpic,P417271,4.5412,5,,,,,,439
7359,1234567899,P417271,4.5412,5,,,,,,439
7360,katiavl,P417271,4.5412,5,,,,,,439
7361,Bbfrisee,P417271,4.5412,5,,,,,,439
7362,stephuila,P417271,4.5412,2,,,,,,439
7363,Cosmopaige,P417271,4.5412,5,combination,blue,blonde,porcelain,,125
7364,AmberLynnM,P417271,4.5412,5,,,,,,439
7365,SeaiU,P417271,4.5412,5,,,,,,439
7366,jia26,P417271,4.5412,5,,,,,,439
7367,NightlyMoonglow,P417271,4.5412,5,,,,,,439
7368,Ana1234321,P417271,4.5412,4,oily,brown,black,deep,,346
7369,fullofwish,P417271,4.5412,5,dry,blue,blonde,porcelain,,125
7370,jpbkb8817,P417271,4.5412,5,,,,,,439
7371,ohminsun,P422224,4.5287,5,normal,brown,brunette,tan,18to24,314
7372,rvkma,P422224,4.5287,5,combination,hazel,brunette,light,,211
7373,WhitnyM,P422224,4.5287,5,oily,brown,brunette,dark,,317
7374,MMBeautyxo,P422224,4.5287,4,oily,brown,brunette,olive,,312
7375,palindromic1,P422224,4.5287,4,combination,brown,brunette,light,18to24,311
7376,aisforaimee,P422224,4.5287,5,normal,green,brunette,fair,,010
7377,Dianammq,P422224,4.5287,4,combination,brown,black,fair,,340
7378,camille19,P422224,4.5287,5,combination,brown,brunette,olive,,312
7379,nynan,P422224,4.5287,5,combination,blue,brunette,medium,,113
7380,Jamkin,P422224,4.5287,5,combination,brown,blonde,light,,321
7381,Jgoz,P422224,4.5287,4,combination,brown,brunette,light,,311
7382,laurmcg,P422224,4.5287,5,combination,blue,brunette,fair,,110
7383,virtuousblossom,P422224,4.5287,5,combination,brown,black,dark,,347
7384,AButterfly,P422224,4.5287,5,,,,,,439
7385,prettypennygirl,P422224,4.5287,5,oily,brown,blonde,porcelain,,325
7386,womanoftaste,P422224,4.5287,5,dry,brown,black,light,,341
7387,bsmithereens,P422224,4.5287,1,normal,blue,blonde,tan,,124
7388,Livingsingle65,P422224,4.5287,5,combination,brown,blonde,medium,45to54,323
7389,tristanjacole,P422224,4.5287,5,combination,green,blonde,fair,,020
7390,snellycat,P422224,4.5287,5,dry,brown,brunette,light,,311
7391,starsandbucks,P422224,4.5287,5,normal,blue,blonde,light,,121
7392,fmkshop,P422224,4.5287,5,combination,hazel,brunette,light,,211
7393,jml1594,P422224,4.5287,5,combination,green,auburn,fair,18to24,050
7394,Jenoa,P422224,4.5287,5,dry,brown,brunette,fair,,310
7395,saratheresa,P422224,4.5287,5,dry,brown,black,olive,,342
7396,Maya97,P422224,4.5287,5,oily,brown,black,deep,,346
7397,ladybug1101,P422224,4.5287,5,,,,,,439
7398,ShadoWitch,P422224,4.5287,4,dry,hazel,brunette,light,,211
7399,Notoriety,P422224,4.5287,5,combination,brown,black,medium,,343
7400,skychasing,P422224,4.5287,5,combination,,red,porcelain,,405
7401,Montreal82,P422224,4.5287,5,,,,,,439
7402,diamaa,P422224,4.5287,3,combination,brown,blonde,light,,321
7404,imytime,P422224,4.5287,5,combination,blue,blonde,light,over54,121
7405,Something5959,P422224,4.5287,5,combination,brown,black,medium,,343
7406,catherinerose,P422224,4.5287,5,,,,,,439
7407,lunchattiffanys,P422224,4.5287,5,normal,brown,brunette,olive,,312
7408,LondonDiva,P422224,4.5287,5,,,,,,439
7409,magpie0219,P422224,4.5287,3,normal,green,brunette,medium,18to24,013
7410,PinkStarburst,P422224,4.5287,4,dry,blue,brunette,light,,111
7411,aesthdistance,P422224,4.5287,5,dry,brown,blonde,tan,25to34,324
7412,RDHgirl2013,P422224,4.5287,5,,,,,,439
7413,missti71,P422224,4.5287,5,normal,brown,black,olive,,342
7414,ellll3,P422224,4.5287,2,dry,brown,brunette,porcelain,,315
7415,portia37,P422224,4.5287,5,combination,brown,brunette,tan,,314
7416,FreyjaO,P422224,4.5287,5,dry,hazel,black,olive,,242
7417,greeneyedgirl107,P422224,4.5287,2,combination,green,brunette,light,,011
7418,Sunnysmom,P422224,4.5287,4,,,,,,439
7419,ncgal2,P422224,4.5287,1,normal,hazel,blonde,fair,,220
7420,Luku38,P422224,4.5287,1,dry,brown,blonde,light,,321
7421,jennaleanne,P422224,4.5287,5,normal,green,brunette,medium,,013
7422,sigmasweetheart,P422224,4.5287,3,oily,brown,black,ebony,45to54,348
7423,slinky2014,P422224,4.5287,5,combination,brown,black,medium,,343
7424,lee646,P422224,4.5287,2,combination,,black,,,449
7425,devilwearsnada,P422224,4.5287,3,oily,brown,black,medium,,343
7426,anum,P422224,4.5287,2,combination,brown,brunette,medium,,313
7427,RLSBeautyStuff,P422224,4.5287,5,combination,brown,brunette,medium,over54,313
7428,booboohoo,P422224,4.5287,1,combination,brown,black,deep,,346
7429,dcspinupgirl,P422224,4.5287,5,dry,hazel,brunette,fair,35to44,210
7430,Sparklygirly,P422224,4.5287,4,normal,blue,brunette,medium,,113
7431,TangerineTeeTee,P422224,4.5287,5,combination,green,auburn,porcelain,,055
7432,jaimemontreal,P422224,4.5287,5,combination,brown,red,fair,,300
7433,angiensmith,P422224,4.5287,4,combination,hazel,brunette,fair,25to34,210
7434,KristenLawler,P422224,4.5287,5,combination,blue,blonde,light,,121
7435,gabyar,P422224,4.5287,5,dry,brown,brunette,fair,,310
7436,asparklefactor,P422224,4.5287,4,combination,hazel,blonde,fair,,220
7437,lovelipstick,P422224,4.5287,5,combination,brown,gray,fair,45to54,360
7438,Ispend2much6,P422224,4.5287,4,,green,,medium,45to54,033
7439,sadiefl,P422224,4.5287,5,normal,brown,brunette,fair,,310
7440,ewiemann,P422224,4.5287,5,,,,,,439
7441,fendi,P422224,4.5287,5,combination,brown,brunette,tan,,314
7442,BUXOMLIPS11,P422224,4.5287,3,combination,brown,black,deep,,346
7443,yeaj96,P422224,4.5287,3,dry,brown,brunette,light,,311
7444,salcopy,P422224,4.5287,5,dry,brown,brunette,light,,311
7445,Sue011312,P422224,4.5287,5,combination,brown,black,olive,,342
7446,Amandurr,P422224,4.5287,5,combination,green,blonde,fair,,020
7447,hieucow,P422224,4.5287,5,dry,brown,red,light,,301
7448,ChrissieMadigan,P422224,4.5287,5,oily,blue,blonde,fair,,120
7449,Kimpressive,P422224,4.5287,3,combination,brown,brunette,light,,311
7450,nineteen90,P422224,4.5287,5,combination,brown,brunette,olive,,312
7451,Jiaaayi,P422224,4.5287,5,oily,brown,black,medium,,343
7452,BeccaJo39,P422224,4.5287,5,oily,brown,brunette,light,18to24,311
7453,monichang29,P422224,4.5287,5,normal,green,,light,,031
7454,KellyK23,P422224,4.5287,3,combination,brown,blonde,fair,,320
7455,russet,P422224,4.5287,1,normal,,auburn,medium,45to54,453
7456,TaraMillamena,P422224,4.5287,5,combination,brown,brunette,medium,,313
7457,tara12,P422224,4.5287,4,,,,,,439
7458,YvetteCorinne,P422224,4.5287,4,combination,brown,black,ebony,,348
7459,linnie0507,P422224,4.5287,4,combination,brown,black,tan,25to34,344
7460,polinameshkova,P422224,4.5287,5,combination,blue,blonde,fair,,120
7461,Rahn,P422224,4.5287,5,dry,brown,black,tan,,344
7462,Corin27,P422224,4.5287,4,oily,brown,black,tan,,344
7463,potato131,P422224,4.5287,5,oily,green,black,fair,,040
7464,YadiBomBadi,P422224,4.5287,4,combination,brown,brunette,tan,,314
7465,ElisaJang,P422224,4.5287,5,normal,brown,black,medium,18to24,343
7466,TonyaMichelle26,P422224,4.5287,5,combination,brown,black,medium,,343
7467,jen867530,P422224,4.5287,4,combination,brown,black,light,,341
7468,neice01,P422224,4.5287,5,oily,brown,black,deep,,346
7469,alexageorgia,P422224,4.5287,5,oily,brown,auburn,light,,351
7470,bnbsocial,P422224,4.5287,4,combination,brown,black,medium,,343
7471,AlbinoCrow,P249814,4.3274,4,normal,hazel,black,light,,241
7472,merebear1,P249814,4.3274,3,combination,blue,brunette,fair,,110
7473,Anuperi,P249814,4.3274,5,oily,brown,black,tan,,344
7474,fstarks1,P249814,4.3274,5,,brown,,dark,25to34,337
7475,happyface67,P249814,4.3274,5,,blue,,light,over54,131
7476,missmaui88,P249814,4.3274,5,,,,,,439
7477,Rschuey,P249814,4.3274,4,,green,,fair,18to24,030
7478,Charmaine,P249814,4.3274,5,,,,,25to34,439
7479,JennbFl,P249814,4.3274,4,,,,,,439
7480,evie69,P249814,4.3274,5,,brown,,light,35to44,331
7481,tgdestiny,P249814,4.3274,5,,,,light,over54,431
7482,BriannaJazmin,P249814,4.3274,5,,brown,,deep,18to24,336
7483,smallwhiteshoes,P249814,4.3274,4,,,,,25to34,439
7484,shopper05,P249814,4.3274,5,,brown,,medium,over54,333
7485,brittanyc26,P249814,4.3274,4,,,,,,439
7486,Louryn,P249814,4.3274,4,,hazel,,medium,18to24,233
7487,bbkits,P249814,4.3274,4,,brown,,fair,18to24,330
7488,CeeEllEff,P249814,4.3274,4,,blue,,fair,18to24,130
7489,Camilleeo,P249814,4.3274,4,,,,,35to44,439
7490,nic201,P249814,4.3274,1,,hazel,,light,45to54,231
7491,nupy,P249814,4.3274,5,,,,,,439
7492,misscorinne,P249814,4.3274,5,,blue,,light,25to34,131
7493,lilasmommy,P249814,4.3274,3,,blue,,medium,25to34,133
7494,ladywac,P249814,4.3274,4,,hazel,,fair,25to34,230
